,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
16793,Boeing 737-800,109548.8817,238827.7383,142040.9076,15%-30% of MAC,817.0571908,117.657657,177451.8908,442,47419.34751,58896,647,Turbofan,77.00161988
16794,Boeing 747-8,121227.6442,481308.8006,246585.1019,20%-35% of MAC,736.8976248,75.97237319,44318.76634,484,34098.06643,20325,554,Turboprop,83.92258672
16795,Gulfstream G650,41622.20516,104345.7572,72663.70367,15%-30% of MAC,262.3010308,58.89395412,20325.19451,311,36303.40771,34029,470,Turbofan,48.42570461
16796,Airbus A320,275992.9197,1132303.721,1045437,35%-45% of MAC,739.9491721,124.9472,229817.081,371,7593.227905,22043,464,Piston,99.03589858
16797,Airbus A320,10686.94592,47140.61345,29460.33032,15%-30% of MAC,987.9733373,139.2936139,492661.6385,425,66716.31368,29673,617,Turbofan,34.44402687
16798,Boeing 747-8,103697.1212,450661.8721,327377.7323,25%-35% of MAC,383.6339526,134.9710829,382476.9971,367,9482.199858,51673,571,Turboprop,32.67068727
16799,Boeing 777,252417.9513,380999.6128,268941.2532,20%-35% of MAC,703.6126027,33.11308019,140060.8788,306,80757.43141,40724,493,Turbofan,11.21885556
16800,Bombardier Global 6000,285952.3433,1277527.58,1010475.453,35%-45% of MAC,790.9633926,146.1722501,66526.72242,348,87584.63054,32633,484,Turboprop,49.5009567
16801,Boeing 747-8,270274.0056,682162.6219,629588.9063,20%-40% of MAC,592.7895173,121.4422811,20828.76688,354,62070.86321,29811,644,Turbofan,74.71930424
16802,Airbus A320,283561.8139,838272.639,324344.9778,20%-40% of MAC,517.8975495,26.30869886,16725.77808,367,11419.05307,56493,482,Turbofan,24.03301518
16803,Airbus A380,13484.25875,54438.52316,44585.20512,35%-45% of MAC,974.609279,164.7821255,139459.7056,161,67764.13312,50404,439,Piston,11.30338683
16804,Boeing 777,176030.7354,670252.7544,274372.6589,15%-30% of MAC,237.9667037,195.2328168,331858.2644,182,78651.38122,59375,438,Piston,35.82405112
16805,Boeing 747-8,152949.4313,265037.9968,167166.9664,35%-45% of MAC,591.6717488,178.3773565,141562.2001,328,11633.90677,27566,568,Turbofan,80.98126169
16806,Cessna 172,199353.3322,740331.3455,421838.5866,35%-45% of MAC,781.8583918,140.4007045,242626.5308,61,60214.10334,34007,553,Piston,71.82531816
16807,Airbus A380,209009.979,788745.8564,259050.0123,15%-30% of MAC,376.0040182,28.16619965,275040.8358,66,95256.94762,37462,483,Piston,91.29297222
16808,Boeing 777,263121.0326,624082.648,430692.1718,35%-45% of MAC,683.5187797,119.6055475,292845.3398,363,90536.1436,54970,585,Piston,45.51742988
16809,Embraer E190,160526.2901,517426.8691,300196.8306,15%-30% of MAC,604.189781,108.5717746,343395.9849,325,56553.62555,20647,553,Turbofan,78.4548477
16810,Bombardier Global 6000,39000.98179,171803.9098,57848.91859,20%-35% of MAC,622.7268149,113.0724665,58011.65635,420,41214.698,52090,532,Turbofan,53.02785382
16811,Bombardier Global 6000,99485.82906,469125.2846,449386.7218,20%-40% of MAC,990.6395371,156.040012,150486.0763,209,94435.59218,51011,538,Turbofan,56.08298275
16812,Bombardier Global 6000,210100.4166,1009422.85,993880.108,15%-30% of MAC,717.9917957,73.50458472,74567.85144,96,56861.88831,39911,666,Turbofan,80.3928759
16813,Airbus A380,119622.802,196728.8695,126109.3265,20%-40% of MAC,305.4064322,40.86448484,17003.3716,407,87137.6484,40919,500,Piston,88.33383759
16814,Gulfstream G650,54321.55821,151783.9049,135260.0388,20%-35% of MAC,317.2151062,51.92849936,13711.46053,91,59927.62533,24832,614,Piston,79.14232234
16815,Cessna 172,220491.1703,802602.6119,732910.7871,35%-45% of MAC,506.1948944,112.3117445,35352.5855,376,74666.9143,31891,441,Turboprop,32.89560478
16816,Bombardier Global 6000,270052.3127,421069.911,397745.1444,20%-40% of MAC,246.73309,97.42902046,324227.821,95,89134.37054,25114,626,Turbofan,26.40301372
16817,Cessna 172,115631.0737,241461.3961,137440.5994,20%-35% of MAC,775.7291601,149.8607583,69254.17782,490,74570.86146,42748,406,Turboprop,42.89030199
16818,Airbus A380,161322.9237,649433.3654,327724.4044,20%-40% of MAC,531.3592145,194.23221,322794.838,52,21594.44171,22332,632,Turboprop,76.83131911
16819,Bombardier Global 6000,132850.7201,578469.879,414684.1241,25%-35% of MAC,200.4634479,121.6289975,44120.18599,107,71608.31895,48732,432,Turboprop,98.92729036
16820,Airbus A380,251580.1564,1144250.754,754365.0933,20%-40% of MAC,779.7579083,129.2844849,32381.84538,112,15470.8395,48625,578,Turbofan,43.84380598
16821,Gulfstream G650,258721.8141,1242102.418,995633.5978,20%-40% of MAC,523.7662406,194.1209766,12632.62718,266,72199.14277,56793,552,Turboprop,36.83815521
16822,Cessna 172,291693.7773,859535.5375,367633.9153,20%-40% of MAC,302.624501,176.353447,227315.9305,404,20155.48787,52594,589,Turbofan,76.01699359
16823,Beechcraft King Air 350,162657.1126,164989.6858,164599.0033,35%-45% of MAC,240.795154,174.7617494,84911.30679,472,63748.04772,51574,511,Turboprop,34.98725712
16824,Airbus A320,49927.45254,135344.479,71522.76272,15%-30% of MAC,687.6955533,55.26902078,418413.5569,343,70517.7791,52171,606,Piston,25.57489153
16825,Gulfstream G650,154467.0134,637793.7895,155609.0938,20%-35% of MAC,723.6357978,130.4320664,420493.1395,484,65942.58965,46111,612,Turboprop,18.33407307
16826,Bombardier Global 6000,30800.29624,117263.4041,60613.12896,15%-30% of MAC,672.7906973,122.6435481,172689.3474,129,26276.82024,46244,586,Turboprop,93.45924277
16827,Gulfstream G650,278129.5206,727835.0235,400865.0607,20%-35% of MAC,586.0559537,127.8851733,158355.4228,189,16452.85687,33753,499,Turbofan,64.57396704
16828,Boeing 777,94537.25194,388771.1855,218829.8207,35%-45% of MAC,745.1385092,61.63583476,258974.8089,60,20849.05627,22127,540,Turbofan,12.54383925
16829,Boeing 747-8,293319.3963,729538.0358,446496.7802,20%-40% of MAC,264.8518823,110.9889762,171148.5953,371,40218.58766,51375,516,Turboprop,89.03823722
16830,Boeing 737-800,259399.4591,918755.7857,368383.2066,20%-40% of MAC,530.9761019,96.07446295,350934.9643,289,91067.74798,47859,474,Turboprop,95.21803875
16831,Airbus A320,15412.04403,66842.9822,65803.6977,20%-40% of MAC,988.9715622,41.03542487,443535.7511,154,38088.52917,23174,543,Turboprop,40.65006196
16832,Airbus A320,9614.540488,15239.41621,11883.30234,20%-35% of MAC,275.9046074,90.31800656,325891.9157,149,50465.59348,51038,523,Turbofan,91.18895834
16833,Bombardier Global 6000,197296.4987,690892.365,463506.8229,25%-35% of MAC,366.2195642,73.82576404,33642.15148,242,58204.47954,40704,420,Turboprop,96.19574964
16834,Airbus A320,159952.9373,792026.7877,338938.392,20%-40% of MAC,915.7365623,139.2030726,47505.30973,128,87119.1178,33169,530,Piston,53.00389383
16835,Airbus A380,160142.872,339788.3913,262479.9527,15%-30% of MAC,362.6544837,136.7152926,78750.28872,449,59290.89402,43301,424,Piston,19.58817565
16836,Airbus A320,162889.1431,537455.302,393611.2416,20%-40% of MAC,202.8334227,174.1911314,482009.6104,318,33402.70812,25111,541,Turbofan,70.42611836
16837,Boeing 777,123044.8166,179239.2614,136130.1231,20%-40% of MAC,304.8182651,65.1926314,418994.4937,352,63494.55683,50787,506,Turbofan,23.74125986
16838,Bombardier Global 6000,276367.613,1072441.317,1027320.768,20%-35% of MAC,936.4174461,79.208546,167070.0625,216,90329.70241,44431,424,Piston,62.97910707
16839,Boeing 737-800,95064.99887,111881.2216,102848.6235,20%-40% of MAC,886.5963989,96.39783698,58046.04138,459,88284.03049,34558,616,Turbofan,25.92172801
16840,Gulfstream G650,14636.08541,41307.50694,15210.10553,20%-40% of MAC,455.3074522,42.12902533,445776.6497,281,23254.13648,25128,471,Turboprop,74.39620998
16841,Embraer E190,83793.55989,182163.7111,85597.32439,35%-45% of MAC,903.1354521,76.73489574,168028.8694,382,14764.46399,57789,581,Piston,82.43202537
16842,Beechcraft King Air 350,125750.225,521314.8273,171627.4105,35%-45% of MAC,828.9398721,52.84654299,446558.2019,343,4173.935028,20706,653,Turboprop,89.16623749
16843,Airbus A320,229188.5385,675151.6318,652499.8683,15%-30% of MAC,783.2257304,136.3303682,37562.96503,404,52075.39251,55031,679,Turboprop,79.47793645
16844,Boeing 747-8,62688.23929,221247.9186,81822.74536,20%-40% of MAC,994.0333951,51.341809,220910.4134,164,50879.79987,53247,697,Turbofan,64.44057389
16845,Cessna 172,192881.7838,514291,445025.2542,15%-30% of MAC,669.4221533,147.738444,405224.283,377,16364.157,35734,650,Turbofan,94.67528495
16846,Airbus A380,188085.7647,523619.7262,514069.9547,20%-40% of MAC,259.7141832,25.95676626,391687.8654,320,69122.18124,50464,587,Turboprop,37.60043808
16847,Gulfstream G650,156944.7788,396679.2134,246483.3232,20%-35% of MAC,735.8768078,111.9609031,14674.73421,195,91156.82393,30029,521,Piston,35.24004366
16848,Beechcraft King Air 350,149282.352,171746.4318,169415.0518,20%-35% of MAC,232.4305741,40.27102559,465467.9048,213,93612.60702,27723,519,Turboprop,18.53695445
16849,Embraer E190,63690.99097,101909.3607,83649.09352,15%-30% of MAC,340.9680249,74.91843417,122357.3353,394,82052.47729,25842,558,Piston,31.20479587
16850,Boeing 747-8,209353.3098,578271.4172,376775.5419,15%-30% of MAC,846.3207265,86.65498646,103046.7364,65,11488.86781,22608,563,Turboprop,33.0177867
16851,Boeing 737-800,63512.18885,258504.275,153887.1711,20%-40% of MAC,884.5312456,174.1765412,145492.253,383,71330.28944,34523,504,Turbofan,91.76428565
16852,Embraer E190,27718.26311,59817.11242,57594.5996,35%-45% of MAC,407.3691561,56.8862804,315744.3361,296,36532.3877,43753,619,Turbofan,93.16007052
16853,Boeing 777,212968.8561,394267.0266,340058.5851,20%-40% of MAC,628.5516908,65.85668602,243847.8797,270,62733.27715,35242,534,Piston,31.76738438
16854,Gulfstream G650,17577.99454,80360.62371,58969.05465,20%-40% of MAC,753.2026696,109.5548395,349820.2506,379,83139.86554,34648,606,Turboprop,86.27778278
16855,Beechcraft King Air 350,223708.4927,486018.7108,319850.125,35%-45% of MAC,383.6424602,101.8146184,316550.8789,429,1970.169745,33845,514,Piston,69.67188603
16856,Boeing 747-8,298337.6623,327085.2447,305569.955,35%-45% of MAC,785.490385,114.6058498,27869.10601,328,35478.16209,42829,571,Turbofan,44.71644862
16857,Gulfstream G650,67540.51837,94669.67126,77264.09253,20%-40% of MAC,821.6657456,46.10068923,301247.2806,303,82710.62069,53319,551,Turboprop,38.38143474
16858,Cessna 172,197186.1497,717650.545,716055.0895,20%-40% of MAC,546.1709515,154.4024937,4780.383831,225,23450.659,38814,552,Turboprop,33.00678841
16859,Boeing 747-8,214974.2889,290272.2303,235184.8728,25%-35% of MAC,409.371203,197.0417001,237197.8309,50,82889.30894,40288,615,Turboprop,53.11563909
16860,Beechcraft King Air 350,109603.18,412485.3867,174971.0008,20%-35% of MAC,224.5026785,107.4182193,346259.47,369,51098.04222,30243,666,Turboprop,99.96614963
16861,Airbus A380,125802.1368,218324.469,182719.5676,35%-45% of MAC,735.5310246,107.6940626,78568.46532,152,92072.94316,26375,576,Turbofan,38.44946974
16862,Gulfstream G650,90120.12729,250858.4998,217122.255,25%-35% of MAC,568.0226806,45.86766625,325292.21,106,13670.4981,20573,642,Piston,23.31553345
16863,Airbus A320,197434.2454,564794.8972,406804.4215,20%-40% of MAC,537.41988,152.9283314,495271.0932,310,76965.99407,47846,699,Piston,28.89332093
16864,Gulfstream G650,54228.39846,85266.65018,71497.25577,15%-30% of MAC,782.1142554,104.4885264,471131.8178,361,5734.542411,35118,538,Turboprop,39.50671218
16865,Embraer E190,166868.0036,742091.8715,325138.7158,35%-45% of MAC,599.2218768,65.96023239,371799.9821,377,3260.423853,26823,489,Turbofan,45.37768659
16866,Boeing 777,259597.483,573677.2664,282639.3659,20%-40% of MAC,759.5787835,132.1238202,320679.6327,174,82511.98649,58105,599,Turbofan,85.99947216
16867,Bombardier Global 6000,227926.4265,747074.0818,494977.7059,20%-40% of MAC,841.2781428,49.05848338,467578.0715,108,31609.97872,56474,416,Piston,93.55148243
16868,Airbus A320,31101.53796,149207.0003,143234.908,20%-35% of MAC,235.2285306,120.1677382,121367.091,145,27842.06559,21856,602,Turbofan,89.4213019
16869,Airbus A320,103137.0688,150186.9531,112861.0102,25%-35% of MAC,335.1446484,154.0893718,120028.8241,488,93816.99468,42203,511,Turbofan,53.92130532
16870,Airbus A380,49659.65141,142268.958,95795.41288,25%-35% of MAC,582.5730652,141.3114823,336036.7648,493,49963.90949,58246,661,Turboprop,30.00118717
16871,Beechcraft King Air 350,225435.038,415088.5989,248499.1095,25%-35% of MAC,607.1992424,46.94269516,87555.85074,383,41034.81875,29723,632,Turbofan,61.45546405
16872,Boeing 737-800,114953.3444,227646.0078,170969.7603,20%-40% of MAC,774.811104,149.5773416,179752.9713,329,64819.87594,44105,403,Turbofan,40.70049584
16873,Airbus A320,61797.09688,137643.8756,126688.4133,15%-30% of MAC,611.7393039,109.3536431,259180.38,201,53431.34581,21634,495,Turboprop,56.75515345
16874,Beechcraft King Air 350,29666.47245,51393.10722,49961.26474,20%-35% of MAC,976.4365758,195.3876398,113054.6392,148,64842.97801,26196,418,Piston,52.59583707
16875,Embraer E190,135972.9321,667533.1506,354068.0237,35%-45% of MAC,592.6261654,141.4479568,125547.0247,160,60582.61876,38210,487,Piston,90.14693836
16876,Boeing 737-800,186707.3733,412021.3026,304160.8834,20%-40% of MAC,807.7450569,138.0003629,91195.56435,90,41119.29757,50571,623,Piston,87.90816566
16877,Embraer E190,101248.5262,187338.2855,149410.5193,20%-35% of MAC,776.4936735,108.1159664,396278.3643,495,97889.04391,31100,535,Turbofan,22.71615903
16878,Cessna 172,90093.1938,288474.774,91451.25208,20%-35% of MAC,958.6066006,130.9207201,151379.8875,88,16259.72738,35674,453,Turbofan,88.60459152
16879,Cessna 172,62106.87632,113424.0371,109528.4451,15%-30% of MAC,845.489795,95.321525,95468.07076,193,67380.0655,42346,420,Piston,58.0380623
16880,Beechcraft King Air 350,70961.34009,97095.8345,71724.60828,20%-35% of MAC,704.1973526,73.78991886,427662.8748,346,29847.98843,49065,628,Turbofan,86.71324634
16881,Bombardier Global 6000,237264.7903,942670.7865,892840.7058,15%-30% of MAC,961.1216363,167.2405362,288332.5818,135,90141.63416,42619,477,Piston,76.69375915
16882,Airbus A320,159759.4435,499056.6148,369323.0549,15%-30% of MAC,828.8679907,104.1193274,77637.53529,216,28268.2463,26720,480,Turbofan,70.15148013
16883,Gulfstream G650,85885.5556,338421.2036,162881.9958,25%-35% of MAC,257.8523062,156.4498673,14486.99074,374,31972.75222,23849,622,Turboprop,87.20000817
16884,Boeing 747-8,200995.0825,223647.3523,202531.9154,35%-45% of MAC,673.1858014,138.4785348,223334.3861,55,55573.89334,52867,579,Turbofan,45.67890875
16885,Airbus A380,250648.6198,968366.1698,537921.5877,20%-35% of MAC,323.2974318,196.4419648,117650.1215,145,75485.36778,39600,417,Piston,50.50348747
16886,Airbus A380,278037.7402,806547.1158,577401.4507,20%-35% of MAC,310.4782661,45.44052423,468657.7901,161,19725.18235,33310,531,Turboprop,78.43506819
16887,Boeing 777,257126.8874,1112332.987,492089.2713,20%-40% of MAC,612.8716377,28.33520581,95293.27267,282,43794.60885,52393,677,Turbofan,84.02581778
16888,Airbus A320,98116.73418,458651.7123,382754.3841,20%-40% of MAC,275.6770965,162.8285431,374920.068,306,53891.37089,58901,616,Turbofan,39.25418571
16889,Cessna 172,42988.65355,130713.6739,92816.68063,20%-40% of MAC,677.4617332,169.0330523,61780.15001,329,34598.67317,48544,610,Turbofan,14.01989405
16890,Gulfstream G650,195921.1693,886883.3664,597999.7447,25%-35% of MAC,885.9968134,130.8495165,420426.4616,330,46024.91002,29040,432,Turboprop,20.20306438
16891,Beechcraft King Air 350,52563.17853,135188.4959,132042.8313,20%-35% of MAC,334.673319,143.5222679,250585.5242,417,52055.00724,32772,423,Turboprop,89.65696567
16892,Beechcraft King Air 350,280859.3288,447970.8091,321367.2818,20%-40% of MAC,731.6394048,146.196386,394067.9264,359,32486.0633,48602,560,Turboprop,51.92281741
16893,Boeing 737-800,207764.5564,517182.6858,368592.8425,35%-45% of MAC,322.0763286,156.2069631,150726.3649,485,94672.35082,53506,503,Piston,52.26868913
16894,Airbus A320,178641.0081,722565.3355,311015.0934,20%-40% of MAC,887.9163605,187.7427999,361311.0594,161,95447.95479,36484,428,Turboprop,90.21074072
16895,Embraer E190,123635.5309,516893.3408,227934.974,20%-40% of MAC,593.911654,124.0471279,151183.0446,212,61256.30963,35501,682,Turboprop,95.658875
16896,Gulfstream G650,75959.07263,96297.81866,87947.18953,20%-35% of MAC,727.7411346,80.2459048,284655.5058,440,63126.36193,48505,479,Turboprop,18.96151884
16897,Beechcraft King Air 350,3601.024033,10071.68845,4505.568921,20%-40% of MAC,338.3876829,164.3095362,192947.3739,89,1862.422709,33945,504,Turbofan,82.98451047
16898,Airbus A380,57097.3675,174596.2523,119737.1946,35%-45% of MAC,339.4792741,138.2866639,26801.55558,396,14132.07023,57240,527,Piston,36.19078942
16899,Airbus A320,226928.9712,307346.2891,274283.4299,25%-35% of MAC,584.8233687,57.54412467,186271.4366,500,39339.65836,53035,466,Piston,61.97349315
16900,Boeing 777,221115.5721,937529.5914,841811.6722,15%-30% of MAC,268.7688993,26.50423728,373220.5146,381,53948.26111,36552,632,Piston,15.63527936
16901,Beechcraft King Air 350,7587.591139,37405.28893,26662.19992,20%-40% of MAC,492.2957754,165.9091934,284806.1294,359,52675.34753,33529,475,Turbofan,29.2777883
16902,Bombardier Global 6000,29065.77411,63573.50649,53078.02572,15%-30% of MAC,931.9203519,128.1040173,113442.5206,288,79150.00338,32539,530,Turboprop,60.30958582
16903,Beechcraft King Air 350,131580.3154,561783.943,442942.2432,20%-40% of MAC,403.3518532,67.53300552,328750.2748,98,48864.29305,48059,624,Piston,55.68703846
16904,Airbus A320,204803.8925,332756.5165,242285.1082,20%-40% of MAC,342.2469067,46.71074894,13062.91781,194,16590.56448,28343,514,Turbofan,67.50723467
16905,Airbus A320,12136.0224,41394.18659,18718.02572,20%-40% of MAC,447.4533206,83.30364527,163051.4074,192,13444.37468,28278,440,Turbofan,36.05569241
16906,Embraer E190,114431.8594,138813.6299,130159.8588,15%-30% of MAC,713.9202592,54.95210969,75714.50503,365,77832.50777,31262,456,Turbofan,10.85578967
16907,Airbus A320,104067.7729,433727.2803,193097.2832,35%-45% of MAC,284.3593623,45.17142755,301242.0211,217,47388.72406,56122,417,Turbofan,59.58965333
16908,Airbus A320,36346.52828,37856.83467,36372.06892,20%-40% of MAC,870.70973,108.2668899,267913.483,74,66812.27999,56913,596,Turboprop,72.79123449
16909,Boeing 737-800,82801.78589,282813.9157,272632.1429,35%-45% of MAC,948.0794243,174.840449,391453.0713,88,77216.65704,39610,698,Piston,72.57839172
16910,Boeing 777,299730.8077,534333.5477,383720.4976,25%-35% of MAC,863.477352,185.7059219,445362.5009,405,48150.18348,51119,526,Piston,39.75036298
16911,Cessna 172,160831.6303,291337.1846,289202.3291,20%-40% of MAC,854.5025639,102.6102399,183695.6679,336,19871.51255,38241,606,Piston,23.13413545
16912,Airbus A380,244268.0901,480061.6725,289183.1601,15%-30% of MAC,756.1875537,62.38035161,170806.1647,69,33282.17811,58806,538,Turboprop,15.26251829
16913,Airbus A320,256359.2054,595337.8413,579243.466,25%-35% of MAC,235.0744415,186.6611641,305208.849,141,30487.15981,30775,445,Turboprop,36.35206453
16914,Beechcraft King Air 350,75201.67733,161423.7239,106013.8039,15%-30% of MAC,680.379446,127.5265388,218318.5688,461,98334.72244,44948,556,Piston,49.56765138
16915,Bombardier Global 6000,128286.2559,192962.6746,184998.357,20%-40% of MAC,999.1141028,82.97940082,303275.3341,394,52804.16773,40130,445,Turbofan,75.74329498
16916,Gulfstream G650,195218.9251,267486.3503,257810.3777,25%-35% of MAC,211.4723901,151.8551845,444089.273,329,82450.44198,42503,644,Turbofan,83.61802187
16917,Boeing 777,247287.5293,808131.2951,449362.3218,20%-40% of MAC,426.6002698,104.0826052,378773.3864,124,15546.69188,51282,664,Piston,31.56857071
16918,Boeing 747-8,55008.87574,206657.9309,165782.3765,25%-35% of MAC,868.4638277,22.36023608,147300.4018,326,62204.55867,59013,426,Piston,16.27419906
16919,Boeing 777,159498.6881,461358.8298,251479.0385,20%-40% of MAC,919.1933794,172.8670209,394034.3309,177,77546.37308,22628,409,Turboprop,34.65375034
16920,Airbus A320,71665.53088,296037.8053,275230.912,20%-40% of MAC,262.107851,56.58619596,169638.5702,139,81054.47761,58345,523,Turboprop,69.81233952
16921,Airbus A380,199798.2398,283123.8528,269105.751,25%-35% of MAC,275.8902382,137.9730438,97376.55083,462,28136.134,28680,663,Piston,59.93596618
16922,Boeing 737-800,6432.752747,13468.88833,6477.482289,35%-45% of MAC,327.038792,157.2156035,383025.429,240,42459.36502,28293,620,Piston,89.06683457
16923,Bombardier Global 6000,223116.989,671674.955,326812.1365,20%-40% of MAC,753.6458936,170.3017313,172855.4532,109,89603.04944,31801,550,Turbofan,71.85174721
16924,Boeing 777,118226.4322,417482.4554,327915.3488,35%-45% of MAC,796.7416773,114.6300804,385332.0577,282,14716.19032,55925,563,Piston,16.43898137
16925,Beechcraft King Air 350,8622.674107,16123.58373,13543.32995,25%-35% of MAC,572.7893622,150.1951931,345578.9394,483,76338.00043,54243,408,Turbofan,21.35047572
16926,Boeing 737-800,246160.005,1214038.872,262420.2534,35%-45% of MAC,633.7396142,112.0610879,424914.3381,285,47150.2457,40885,591,Piston,80.81530453
16927,Boeing 777,76430.44105,183163.5117,130190.3404,15%-30% of MAC,954.0485492,150.052796,378196.5406,329,6629.31701,31534,498,Turbofan,30.58730502
16928,Airbus A380,3517.41149,10023.09878,8871.579939,20%-35% of MAC,598.5838509,59.80799506,101767.4341,349,86743.12371,38044,470,Turboprop,46.8882169
16929,Boeing 747-8,290858.7012,654794.6556,509205.9569,35%-45% of MAC,693.9785216,126.8795598,348128.0922,70,21467.66892,28742,576,Turbofan,24.19027681
16930,Embraer E190,278557.9419,581260.514,297731.0326,20%-40% of MAC,838.6550987,25.13273704,47435.28278,500,13603.52362,23352,416,Turboprop,99.11659065
16931,Airbus A380,138331.9817,151479.0582,138843.6686,20%-35% of MAC,246.99581,161.3934083,91145.15006,486,67510.10693,26721,531,Turboprop,34.73382842
16932,Airbus A320,101424.1823,360948.6534,131230.2968,25%-35% of MAC,469.1173326,121.4015379,417555.295,360,51652.88026,42379,492,Piston,94.22183354
16933,Airbus A380,84935.5456,92750.97081,86201.70105,35%-45% of MAC,467.8043725,67.54439418,438659.2444,330,48361.85509,58942,460,Turbofan,22.27784029
16934,Cessna 172,228216.9335,276784.4603,241235.0128,20%-40% of MAC,201.7985062,46.29917399,493787.7052,349,70179.82113,39727,567,Turboprop,28.08145872
16935,Embraer E190,94984.00712,211327.5206,190351.885,20%-35% of MAC,215.1056813,126.8124675,224073.261,500,1310.766892,54678,697,Turbofan,44.5815057
16936,Boeing 737-800,248693.7219,402507.1438,352500.9314,15%-30% of MAC,365.6484523,75.16270185,273014.6351,95,72996.72312,42983,694,Turbofan,44.29027414
16937,Embraer E190,237938.5679,1072950.523,950021.4229,25%-35% of MAC,744.6598406,95.83214288,89946.65901,371,93965.72861,22280,611,Turboprop,49.56003706
16938,Airbus A380,272295.4063,891618.8059,452158.4729,20%-40% of MAC,592.2412029,120.9764739,334430.4496,77,60315.31269,41478,594,Turboprop,54.64086745
16939,Bombardier Global 6000,284991.1265,924822.148,736989.1219,25%-35% of MAC,928.8470695,180.4944859,488830.8818,296,23081.4603,57610,490,Piston,25.729208
16940,Airbus A320,121511.1645,553471.7516,311580.8138,15%-30% of MAC,818.1579889,159.5292206,328481.5062,439,32776.73038,57130,623,Piston,29.94537667
16941,Boeing 737-800,75716.34297,138224.3998,128859.2868,15%-30% of MAC,916.2081401,170.5721363,333751.8895,437,72514.62348,25836,595,Turboprop,17.74867358
16942,Beechcraft King Air 350,77402.19823,165395.4708,159359.4762,20%-40% of MAC,935.0250885,146.0117836,276955.7667,230,80088.63436,40263,532,Piston,68.9630731
16943,Boeing 737-800,198858.2204,213662.4819,199302.206,20%-35% of MAC,567.9428483,119.912331,329402.0336,426,70078.09275,36084,587,Piston,74.03906126
16944,Boeing 737-800,92808.35051,382773.7867,166334.3943,15%-30% of MAC,440.7455124,183.3071383,81922.79293,297,34228.88403,25907,585,Piston,73.12432135
16945,Boeing 777,283341.9061,1365547.701,836194.0502,25%-35% of MAC,686.2004942,53.81607975,162035.2966,54,98533.95351,39675,497,Turboprop,13.6797025
16946,Gulfstream G650,171696.8903,572883.4266,381072.74,25%-35% of MAC,688.5661534,29.09834363,215393.3292,224,49370.4533,58269,580,Piston,74.50448724
16947,Bombardier Global 6000,217135.7558,911481.1003,296635.9589,20%-40% of MAC,454.623413,165.5453654,333410.4608,275,45315.40135,45073,573,Turbofan,71.96430422
16948,Gulfstream G650,140263.292,624695.6138,274929.5431,20%-40% of MAC,786.902639,150.7351187,53788.33422,479,50785.81441,55796,485,Piston,71.85781862
16949,Cessna 172,125595.0585,370608.9819,257905.0879,15%-30% of MAC,644.6087493,44.02811631,409216.2094,472,23642.06167,56853,430,Turbofan,22.15014525
16950,Boeing 777,147799.867,227543.3124,149184.5214,35%-45% of MAC,492.1589024,40.92249691,369819.8718,238,43921.80329,35107,446,Turbofan,24.96491872
16951,Gulfstream G650,250221.4471,1042802.503,477876.6869,20%-35% of MAC,989.2259693,100.7199566,435443.1784,296,60565.96846,21607,590,Turbofan,10.777411
16952,Cessna 172,35265.03212,171770.1366,124890.3628,20%-35% of MAC,841.1302817,73.91440791,447337.8369,116,28273.15932,48457,690,Turboprop,96.07480263
16953,Boeing 777,132596.5509,518026.711,204862.7567,20%-40% of MAC,627.7483882,66.32414756,25721.96534,227,9213.225635,58893,505,Piston,76.97324991
16954,Airbus A380,140639.049,192589.8022,188885.4183,20%-40% of MAC,739.0376002,59.95316928,247480.8149,220,33051.27067,35338,697,Turbofan,52.17468084
16955,Boeing 737-800,204158.8735,671499.5231,227518.2635,15%-30% of MAC,768.2515541,88.25894918,1792.874874,258,62981.25282,53009,688,Piston,15.93933032
16956,Cessna 172,189672.3004,581110.7266,418838.0288,20%-35% of MAC,426.7463756,131.4758072,193057.6168,289,45167.09456,52998,577,Turboprop,97.27828127
16957,Beechcraft King Air 350,274034.0999,301867.3395,277256.0992,20%-40% of MAC,674.7418906,52.2953036,5728.005372,321,9616.289132,54277,405,Piston,99.63579846
16958,Cessna 172,145087.0819,573329.5627,308454.4809,15%-30% of MAC,504.7617305,31.48176399,105202.6245,340,7497.407515,30768,542,Turboprop,25.38573906
16959,Bombardier Global 6000,51797.6444,175726.1105,69130.76499,35%-45% of MAC,637.0883299,32.98116471,29391.23195,408,61262.26441,57555,603,Turboprop,98.70117944
16960,Airbus A380,91317.65258,261367.3492,121261.0379,35%-45% of MAC,698.3988439,189.7113324,35879.69624,223,84356.9027,28359,594,Turbofan,93.62469578
16961,Beechcraft King Air 350,91994.47535,222863.1618,222204.5646,25%-35% of MAC,916.0189227,198.6050715,338234.5809,259,26268.47325,43880,535,Piston,72.50928051
16962,Airbus A320,9506.055013,36550.82936,27567.69587,15%-30% of MAC,804.5713481,24.03629495,227662.0514,149,71028.77068,56950,548,Piston,77.4125281
